6, Mir (Russian: Мир IPA: [ˈmʲir], lit. Peace or World) was a space station that operated in low Earth orbit from 1986 to 2001 owned at first by the Soviet Union and then by Russia. Mir was the first modular space station and was assembled in orbit from 1986 to 1996. It had a greater mass than that of any previous spacecraft.,,,,,,
9, Azizeh (Persian: عزيزه‎ also Romanized as ‘Azīzeh) is a village in Golzar Rural District in the Central District of Bardsir County Kerman Province Iran. At the 2006 census its existence was noted but its population was not reported.,,,,,,,
13, Test Pilot is a 1938 film directed by Victor Fleming starring Clark Gable Myrna Loy and Spencer Tracy and featuring Lionel Barrymore. The film tells the story of a daredevil test pilot (Gable) his wife (Loy) and his best friend (Tracy). Test Pilot was written by Howard Hawks Vincent Lawrence John Lee Mahin Frank Wead and Waldemar Young. The screenplay was largely based on an original story by former naval aviator Wead.,,,,,,,
13, Divine Intervention (Arabic: يد إلهية‎) is a 2002 film by the Palestinian director Elia Suleiman which may be described as a surreal black comedy.,,,,,,,
13, Lost in a Harem is a 1944 film starring the comedy team of Abbott and Costello.,,,,,,,
13, The Life of Chikuzan (竹山ひとり旅 Chikuzan hitori tabi) is a 1977 Japanese biographical film directed by Kaneto Shindo based on the life of shamisen player Takahashi Chikuzan. It is a coproduction of Kindai Eiga Kyokai and Chikuzan's company Jean-Jean.,,,,,,,
6, The Douglas DC-6 is a piston-powered airliner and transport aircraft built by the Douglas Aircraft Company from 1946 to 1958. Originally intended as a military transport near the end of World War II it was reworked after the war to compete with the Lockheed Constellation in the long-range commercial transport market.,,,,,,,
3, Keb' Mo' (born Kevin Moore October 3 1951) is a three-time American Grammy Award-winning blues musician. He is a singer guitarist and songwriter currently living in Nashville Tennessee with his wife Robbie Brooks Moore. He has been described as a living link to the seminal Delta blues that travelled up the Mississippi River and across the expanse of America. His post-modern blues style is influenced by many eras and genres including folk rock jazz and pop.,,,,,,,
2, Tunghai University (THU, Chinese: 東海大學, pinyin: Dōnghǎi Dàxué, Pe̍h-ōe-jī: Tang-hái Tāi-ha̍k) was founded by Methodist missionaries in 1955 as a comprehensive university. Moreover Tunghai University was founded as the first private university making it the second oldest university in Taiwan which earned the school its fame and reputation. The university is located at Xitun District Taichung Taiwan an urbanized area. On the grounds Luce Memorial Chapel (designed by noted architect I. M.,,,,
4, Cyril Ross Browne (7 February 1893 – 30 April 1948) was an English cricketer active either side of the First World War. Born at Kings Norton Worcestershire Browne was a right-handed batsman and right-arm medium-pace bowler Browne made ten appearances in first-class cricket.,,,,,,,
5, Larry Giovando also known formally as Lorenzo Giovando (born March 10 1905) was twice MLA in British Columbia's Legislative Assembly for the Conservative Party of British Columbia for the seat of Nanaimo and the Islands.,,,,,,,
8, Steinknückl is a mountain of Bavaria Germany.,,,,,,,
5, Sheikh Fazlul Haque Mani (December 4 1939 - August 15 1975) was a Bangladeshi politician. He was the nephew of Sheikh Mujibur Rahman and the founder of Mujib Bahini[citation needed] one of the major guerilla forces of the Bangladesh Liberation War.,,,,,,,
3, Sarojini Babar (Devanagari: सरोजिनी बाबर) (January 7 1920 – April 19 2008) was a Marathi writer and a politician from Maharashtra India.Babar was born on January 7 1920 in the town of Vangani in Sangli District of Maharashtra. After finishing her high school studies in Islampur she joined S. P. College in Pune and secured her bachelor's degree from Mumbai University in 1944.,,,,,,,
5, Wang Ching-feng (Chinese: 王清峰, pinyin: Wáng Qīngfōng, Pe̍h-ōe-jī: Ông Chheng-hong b. January 1 1952 in Tainan City Taiwan) is a Taiwanese lawyer and politician.Wang graduated from the Taipei First Girls' High School and received her bachelor and master degrees in law from National Chengchi University. Wang has been working as a lawyer since graduation. Since 1987 she has been organising activities to give legal support to help Taiwanese comfort women child prostitutes and rape victims.,,,,,
8, The Obârșia Nucșorii River or Cheagu River is a tributary of the Sibişel in Romania.,,,,,,,
8, The Valea Albă River is a tributary of the Câlniștea River in Romania. The upper course of the river is also known as Bujoreanca River'.,,,,,,,
1, Ferrovie dello Stato Italiane S.p.A. (previously Ferrovie dello Stato FS) is a government-owned holding company that manages infrastructure and services on the Italian rail network. One of the subsidiaries of the company Trenitalia is the main rail operator in Italy.,,,,,,,
4, Christopher Thorman is an English professional rugby league footballer currently playing for York City Knights of the Co-operative Championship.,,,,,,,
14, Zero History is a novel by William Gibson published in 2010. It concludes the informal trilogy begun by Pattern Recognition (2003) and continued by Spook Country (2007) and features the characters Hollis Henry and Milgrim from the latter novel as its protagonists.,,,,,,,
2, Pasco County Schools (also known as District School Board of Pasco County) is a school district in Land O' Lakes Florida United States which serves Pasco County Florida.,,,,,,,
5, Salma Khatoon Mikrani (Nepali: सलमा खातुन मिकरानी) is a Nepalese politician. She was a Proportional Representative member of the first Constituent Assembly of Nepal in 2008 representing the Madhesi Jana Adhikar Forum Nepal party.,,,,,,,
13, The Haunting of Molly Hartley is a 2008 supernatural horror film written by John Travis and Rebecca Sonnenshine and directed by Mickey Liddell starring Haley Bennett Chace Crawford AnnaLynne McCord Jake Weber and Jessica Lowndes.,,,,,,,
9, Las Bayas is a village and municipality in Río Negro Province in Argentina.,,,,,,,
4, Hugh David Watkins (born 3 September 1963) is a Welsh former rugby union referee who currently works as the video referee on the UK television gameshow Gladiators. In 2007 he went to the 2007 Rugby World Cup as a touch judge before being used as a television match official later in the competition. In 2008 he was hired by the Worcester Warriors rugby team as a consultant in charge of reviewing the team's performances.,,,,,,,
4, Aleksandr Vladimirovich Kulikov (Russian: Александр Владимирович Куликов, born March 19 1988 in Vologda) is a Russian professional football player. He last played for FC Luch-Energiya Vladivostok. He won the 2010 CIS Cup with FC Rubin Kazan.,,,,,,
11, Eugenia millsii is a species of plant in the Myrtaceae family. It is endemic to Malaysia. It is threatened by habitat loss.,,,,,,,
10, Bikala (12 March 1978 – 25 December 1994) was an Irish-bred French-trained Thoroughbred racehorse and sire. Having been bought very cheaply as a yearling he developed into a top-class middle-distance performer and was rated among the best horses in Europe at three and four years of age. He won the Prix du Jockey Club in 1981 and Prix Ganay in 1982 as well as finishing second in the Prix de l'Arc de Triomphe and the Grand Prix de Saint-Cloud.,,,,,,,
4, Marcel Kajzer (born April 16 1990) is a Polish motorcycle speedway rider who was a member of the Poland U-19 national team.In 2009 season he will ride for Start Gniezno (Poland) Fjelsted (Denmark) and Mseno (Czech Republic).,,,,,,,
13, Bis fünf nach zwölf – Adolf Hitler und das 3. Reich is a 1953 West German documentary film directed by Gerhard Grindel.The film is also known as Adolf Hitler - Ein Volk ein Reich ein Führer: Dokumente der Zeitgeschichte in West Germany Adolf Hitler und das 3. Reich - Sein Untergang (German DVD box title) and Bis 5 nach 12 (German DVD title).,,,,,,,
10, Ravitria is a genus of moths in the Sesiidae family.,,,,,,,
7, St Andrew's Church Dacre is located in the village of Dacre Cumbria England. It is an active Anglican parish church in the deanery of Penrith the archdeaconry of Carlisle and the diocese of Carlisle. The church is designated by English Heritage as a Grade I listed building. It stands near to Dacre Castle.,,,,,,,
12, Imagine is the third album (sixth overall) by American singer Eva Cassidy. Released in 2002 six years after her death it was her second UK no. 1 album.,,,,,,,
9, Krasne [ˈkrasnɛ] is a village in the administrative district of Gmina Janów within Sokółka County Podlaskie Voivodeship in north-eastern Poland.,,,,,,,
3, Big Jim Sullivan (14 February 1941 – 2 October 2012) was an English musician whose career started in 1958.He was best known as a session guitarist. In the 1960s and 1970s he was one of the most in-demand studio musicians in the UK and performed on around 800 charting singles over his career including 54 UK Number One hits.,,,,,,,
10, The Chestnut-backed Scimitar Babbler (Pomatorhinus montanus) is a species of bird in the Timaliidae family.It is found in Brunei Indonesia Malaysia and Thailand.Its natural habitats are subtropical or tropical moist lowland forests and subtropical or tropical moist montane forests.,,,,,,,
3, Anna Christine Nalick (born March 30 1984) is an American singer-songwriter. Her debut album Wreck of the Day featuring her first radio hit Breathe (2 AM) was released on April 19 2005. Nalick left her label under Sony in 2009 after a falling-out surrounding the release of her second album. On March 2 2011 Nalick announced her new album Broken Doll & Odds & Ends to be released May 2011 but after several delays the album was released on June 5.,,,,,,,
5, Jay Livingstone is an American politician who has served in the Massachusetts House of Representatives since July 2013. He is a resident of Beacon Hill Boston a member of the Democratic Party. He won a special election to succeed Martha M. Walz unopposed in the June 25 general election after winning the May 28 primary. He was sworn in July 17 2013.Livingstone was raised in North Attleboro MA. He has practiced law since 1998 working in public and private practice.,,,,,,,
11, Tolumnia guttata is a species of orchid found from Mexico to Colombia and the Caribbean.,,,,,,,
9, Kandaran (Persian: كندران‎ also Romanized as Kandarān, also known as Kantarūn) is a village in Khvajehei Rural District Meymand District Firuzabad County Fars Province Iran. At the 2006 census its population was 109 in 23 families.,,,,,,
1, Directed Electronics Inc. often abbreviated DEI is a producer of car security and audio products including Viper car alarms and accessories. It is a subsidiary of DEI Holdings.,,,,,,,
9, Chagha Sorkhak (Persian: چغاسرخك‎ also Romanized as Chaghā Sorkhak, also known as Chaghā Sorkheh) is a village in Haparu Rural District in the Central District of Bagh-e Malek County Khuzestan Province Iran. At the 2006 census its population was 419 in 67 families.,,,,,,
9, Sigaste is a village in Saarde Parish Pärnu County in southwestern Estonia.,,,,,,,
2, Stanton College Preparatory School is an academically renowned public high school in Jacksonville Florida. The school's history dates to the 1860s when it was begun as an elementary school serving the African-American population under the then-segregated education system. It now serves secondary students within the Duval County school district in grades 9-12. The school offers special curricula which include Honors courses Advanced Placement and International Baccalaureate courses.,,,,,,,
1, Crescendo Networks Ltd. was a privately held computer networking company headquartered in Sunnyvale California with regional offices in EMEA and APAC. Crescendo Networks is not to be confused with Crescendo Communications Inc. a CDDI/FDDI network equipment manufacturer that Cisco Systems Inc.,,,,,,,
2, The Cushman School is a private school in Miami Florida. Founded in 1924 the school serves about 500 students from pre-kindergarten through eighth grade.Arvi Balseiro is the school's headmaster. She is the third Head of School in the school's 89-year history and a successor to Dr. Joan Lutton who mentored Arvi for 25+ years. Dr. Joan Lutton was the Head of School for 32 years. The founder Dr. Laura Cushman was Head for 57 years.,,,,,,,
4, Jack Kevin Haley (born January 27 1964 in Long Beach California) is an American former professional basketball player. A 6'10 forward/center from Huntington Beach High School and UCLA Haley spent nine seasons (1988–1992, 1993–1998) in the National Basketball Association as a member of the Chicago Bulls New Jersey Nets Los Angeles Lakers and San Antonio Spurs. Haley was drafted in 1987 by the Chicago Bulls and made his NBA debut on November 9 1988.,,,,,,
5, Alex Chernov AC QC (born 12 May 1938) is an Australian jurist and the current Governor of Victoria.,,,,,,,
11, Tillandsia neglecta is a species of the genus Tillandsia. This species is endemic to Brazil.,,,,,,,
8, The Henig River is a tributary of the Secaş river in Romania.,,,,,,,
3, Mark Joseph Salzman (born December 3 1959 in Greenwich Connecticut) is an American writer. Salzman is best known for his 1986 memoir Iron & Silk which describes his experiences living in China as an English teacher in the early 1980s.Salzman grew up in Ridgefield Conn. the oldest child of a piano teacher mother and a social worker father. He studied Chinese Language and Literature at Yale University.,,,,,,,
2, Shri Shikshayatan College its an undergraduate women's liberal arts college in Kolkata India. It is affiliated with the University of Calcutta.It has grown out of Shri Shikshayatan School which was founded in 1920.,,,,,,,
1, Golden Princess Film Production is a Hong Kong production company and film distributor. It has produced several acclaimed films including The Killer Peking Opera Blues and Full Contact.,,,,,,,
11, Asphodelus fistulosus is a species of plant known as onionweed onion-leafed asphodel and pink asphodel. It is native to the Mediterranean region. It is an invasive exotic weed in the United States with significant infestations in California Arizona New Mexico and Texas. It is listed as a Federal Noxious Weed by the United States Department of Agriculture.,,,,,,,
11, Chasmanthe floribunda is a species of flowering plant in the crocus family which is known by the common name African flag. This plant is native to southern Africa particularly South Africa but it has been introduced to other areas of similar climate such as California where it is naturalized. This is a perennial sprouting from a corm and producing clumps of long narrow leaves. It erects one thin tall stem which may approach a meter in height.,,,,,,,
3, Sumiko Hidaka (日高澄子 Hidaka Sumiko 5 March 1923 – 1 August 2002) was a Japanese actress. She appeared in over 30 films between 1948 and 1985.,,,,,,,
10, Elachista puplesisi is a moth of the Elachistidae family that is endemic to Turkmenistan.The wingspan is 9 millimetres (0.35 in) for males. The forewings are white with a very weak yellowish tinge. The hindwings are whitish weakly mottled by brownish scales.,,,,,,,
13, Yeh Dil Aashiqanaa is an Indian Romantic Action film that is directed by Kuku Kohli. This film stars Karan Nath and Jividha Sharma.,,,,,,,
1, TBank (formerly Aspis Bank - Greek: Ασπίς Τράπεζα) was a commercial bank in Greece. Its headquarters were in Athens and it had 72 branches across Greece as of September 2008. The bank was being traded on the Athens Stock Exchange.Aspis Bank was rebranded as TBank on 20 July 2010 following its acquisition by TT Hellenic Postbank (Greek: Ταχυδρομικό Ταμιευτήριο),,,,,,,
4, Ronald Ron Simpson (25 February 1934 – 11 November 2010) was an English former professional footballer born in Carlisle Cumberland who played as a midfielder in the Football League for Huddersfield Town Sheffield United and Carlisle United and in the Scottish Football League for Queen of the South. He died on 11 November 2010 following a short illness. There was a floral tribute to Simpson at Bramall Lane in his honour. His funeral was on 18 November 2010.,,,,,,,
5, Slobodan Petrović (born 21 December 1969) is a Kosovar politician who is one of five Deputy Prime Ministers of the Republic of Kosovo. He is also head of the Independent Liberal Party (SLS) and a member of the Kosovo Assembly.,,,,,,,
4, Dejan Bojović (Serbian: Дејан Бојовић born April 3 1983 in Smederevska Palanka SR Serbia Yugoslavia) is a Serbian volleyball player. He was a member of the national team at the 2008 Summer Olympics in Beijing when Serbia finished 5th.,,,,,,,
5, Peter Cownie (born 1980) is the Iowa State Representative from the 42nd District. A Republican he has served in the Iowa House of Representatives since 2009. Cownie was born and raised in Des Moines Iowa and resides in West Des Moines Iowa. He has a B.A.,,,,,,,
13, Inspector Pink Dragon is a 1991 Hong Kong action-crime-comedy film produced by and starring Lawrence Cheng and directed by Gordon Chan. This is also one of the earliest Hong Kong films shot in sync sound.,,,,,,,
12, The Willie Way is a 1972 album by country singer Willie Nelson. This was also the last album of new material released by RCA before Nelson's departure for Atlantic Records.,,,,,,,
5, Kimberly Ann Moore (née Pace, born 1968 in Halethorpe Maryland) is an American federal judge on the United States Court of Appeals for the Federal Circuit who was confirmed on September 5 2006. She is the second judge appointed by United States President George W. Bush to the Federal Circuit.,,,,,,
11, Cleomella is a small genus of about ten species of flowering plants. Like their relatives the cleomes plants of this genus have traditionally been included in the caper family Capparaceae but have recently been moved into a new family Cleomaceae. Cleomella are annual wildflowers native to the dry and desert regions of western North America. They are similar to cleomes in appearance.,,,,,,,
7, The Woodward's Building was a historic building in the Downtown Eastside of Vancouver British Columbia Canada. The original portion of the building was constructed in 1903 for the Woodward's Department Store when that area of Cordova Street was the heart of Vancouver's retail shopping district. At one time this was the premiere shopping destination in Vancouver.,,,,,,,
14, Internet and Technology Law Desk Reference is a non-fiction book about information technology law written by Michael Dennis Scott. The book uses wording from legal cases to define information technology jargon and gives citations to individual lawsuits. Scott received his B.S. degree from Massachusetts Institute of Technology and graduated with a J.D. from the University of California Los Angeles. He has taught as a law professor at Southwestern Law School.,,,,,,,
14, The Port Arthur News is seven-day morning daily newspaper published in Port Arthur Texas covering Jefferson County. It is owned by Community Newspaper Holdings Inc.The newspaper has not missed an issue since March 17 1897 when the Stump family leaving Missouri printed the first weekly edition in a baggage car of a train on the way to their new home.,,,,,,,
3, Emma Tahmizian (* 13. December 1957 Plovdiv Bulgaria) is a Bulgarian pianist of Armenian descent living in the USA.She debuted at an international level at 11 representing Bulgaria at a concert series in Moscow. She has performed and recorded internationally regullarly since she won the 1977 Robert Schumann Competition. She was subsequently prized at the Tchaikovsky Competition (1982) the Leeds Competition (1984) and the Van Cliburn Competition (1985).,,,,,,,
10, Brocchinia exigua is a species of sea snail a marine gastropod mollusk in the family Cancellariidae the nutmeg snails.,,,,,,,
9, Anikudichan (South) is a village in the Udayarpalayam taluk of Ariyalur district Tamil Nadu India.,,,,,,,
1, iPassMe is a mobile technology firm based in Italy opening up a new 1-to-1 dynamic communication channel between businesses and consumers and enhance customer relationship by using the digital wallet technology.,,,,,,,
7, Tate Modern is a modern art gallery located in London. It is Britain's national gallery of international modern art and forms part of the Tate group (together with Tate Britain Tate Liverpool Tate St Ives and Tate Online). It is the most-visited modern art gallery in the world with around 4.7 million visitors per year. It is based in the former Bankside Power Station in the Bankside area of the London Borough of Southwark.,,,,,,,
7, The Cedar Creek Bridge near Haynes North Dakota is a Pratt through truss structure that was built in 1908. It was listed on the National Register of Historic Places (NRHP) in 1997.It was one of many North Dakota bridges listed on the National Register as part of a Multiple Property Submission.,,,,,,,
13, A Business Affair is a 1994 romantic comedy film directed by Charlotte Brandstrom and starring Carole Bouquet. Christopher Walken and Jonathan Pryce. The film was produced by the United Kingdom in coordination with France Germany and Spain and much of the film was shot in London. On one film poster of the film Caroline Bouqet is featured with her arms wrapped around Big Ben with the two men beside her.,,,,,,,
2, Oxford Falls Grammar School is a co-educational independent K - Year 12 Christian school in Oxford Falls Sydney NSW Australia. The school is set on 10 acres (40000 m2) of landscaped grounds on Sydney’s northern beaches. Incorporating a four-stream infants school three-stream primary school and a triple-stream senior school the school community comprises approximately 1200 students from over 600 families and 120 staff members.,,,,,,,
9, Pa Qaleh (Persian: پاقلعه‎ also Romanized as Pā Qal‘eh) is a village in Kakasharaf Rural District in the Central District of Khorramabad County Lorestan Province Iran. At the 2006 census its population was 119 in 28 families.,,,,,,,
7, The Institutional District of Worcester Massachusetts is a historic district encompassing a significant concentration of civic and municipal buildings north of the city's downtown area. It is centered on Lincoln Square and Wheaton Square and includes properties on Main Salisbury and Tuckerman Streets. It includes the 1840s Worcester County Courthouse the War Memorial and Memorial Auditorium and the former Worcester Historical Society building at 39 Salisbury Street.,,,,,,,
13, Left Right Left is a 2013 Malayalam political drama film directed by Arun Kumar Aravind and written by Murali Gopy. Their previous venture Ee Adutha Kaalathu is considered a pathbreaker and won numerous awards including Mohan Raghavan Memorial Award for Best Script and NETPAC Award for Best Malayalam Film. The title signifies the rhythm of one's walk.,,,,,,,
5, Edward Ed J. Suslovic (born November 17 1959) is an American politician and current member of the Portland Maine City Council. Suslovic a Democrat previously represented part of Portland in the Maine House of Representatives from 2002 to 2004 and served as the ceremonial mayor of Portland from 2007 to 2008.,,,,,,,
6, The Ol-class tankers were Royal Fleet Auxiliary Replenishment oilers built from 1917-1919 tasked with providing fuel and other supplies to Royal Navy vessels around the world. There were six ships in the class. Until 1936 they were managed by Davies & Newman with RFA crews after which time they were transferred to the Admiralty.The lead ship of the class RFA Olcades was originally built as British Beacon and acquired for RFA use in 1918 although she was only renamed in 1936.,,,,,,,
7, Catholic Church and Rectory formally The Immaculate Conception Church is a historic Roman Catholic church at 716 Franklin Street in Clarksville Tennessee.The Gothic style building was constructed in 1880 and added to the National Register of Historic Places in 1982.,,,,,,,
5, John Van Buren (February 18 1810 Hudson Columbia County New York – October 13 1866) was an American lawyer and politician.,,,,,,,
10, Eudicella is a genus of the scarab beetle family in the subfamily known as flower beetles.,,,,,,,
7, The Mobarak Mosque in The Hague is the first purpose-built mosque in the Netherlands.The Ahmadiyya Muslim Community came to the Netherlands in 1947 and Qudrat-Ullah Hafiz was the first missionary.The mosque designed by Frits Beck was opened by Sir Muhammad Zafarullah Khan on 9th of December 1955.On 3 June 2006 Queen Beatrix of the Netherlands had visited the Mobarak Mosque to commemorate the building's 50th anniversary.,,,,,,,
8, The Itaueira River is a river of Piauí state in northeastern Brazil.,,,,,,,
8, Tordsvatnet is a lake in the municipality of Skjåk in Oppland county Norway within the mountain range Tafjordfjella.,,,,,,,
3, Usha Uthup (Tamil: உஷா உதுப்Bengali: ঊষা উথুপ) (born November 7 1947) is a popular Indian pop jazz and playback singer. She is well known for popular hits in the late 1960s 1970s and 1980s.,,,,,,,
12, Eternal Devastation is the second full-length album by German thrash metal band Destruction. It was released in 1986. It showed the band using more technicality in the songs while retaining the intensity of the music.,,,,,,,
11, Pinguicula balcanica also known as the Balkanian butterwort is a perennial carnivorous plant in the Lentibulariaceae family endemic to the Balkans. It is found in Albania Bulgaria Greece Macedonia and Serbia in the subalpine parts of mountains at an altitude of 900 to 2500 meters above sea level. It like most carnivorous plants grows in wet nutrient poor acidic environments and can often be found in high altitude sphagnum bogs near streams and wet rocky places in mountains.,,,,,,,
12, Undercurrent is an album by American pianist Kenny Drew recorded in 1960 and released on the Blue Note label. It would be Drew's second and last effort for the label and his last album recorded in the US before his 1961 move to Copenhagen. On the 2007 CD reissue the album is erroneously given the catalogue number 84101 (Royal Flush) instead of its own 84059.,,,,,,,
6, The Baumgärtl Heliofly III/57 and Baumgärtl Heliofly III/59 were 1940s experimental backpack helicopters designed and built by the Austrian-designer Paul Bäumgartl.,,,,,,,
9, Kerman Ahak (Persian: كرمان اهك‎ also Romanized as Kermān Āhak) is a village in Zangiabad Rural District in the Central District of Kerman County Kerman Province Iran. At the 2006 census its population was 14 in 5 families.,,,,,,,
